Player,Season,Age,Tm,Lg,WS,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP
Anthony Bennett,2014-15,21,MIN,NBA,0.3,57,3,894,11.4,0.077,0.215,6.5,21.6,13.8,8.7,1.5,1.4,10,17.8,96,111,-0.1,0.4,0.017,-3.6,-1.2,-4.8,-0.6
Jaron Blossomgame,2018-19,25,CLE,NBA,0.3,27,4,439,10.2,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9,12.2,108,118,0.2,0.1,0.03,-3.1,-1.5,-4.5,-0.3
Andrew Bogut,2018-19,34,GSW,NBA,0.3,11,5,134,13.4,0,0.083,10,32.8,21.9,10.6,1.1,5,17.7,14.5,107,104,0.1,0.2,0.111,-4.3,3.1,-1.3,0
Avery Bradley,2018-19,28,TOT,NBA,0.3,63,63,1905,7.6,0.403,0.082,2.5,7.3,4.9,11.8,1,0.7,12.4,16.2,98,115,-0.6,1,0.009,-1.7,-1,-2.8,-0.4
Isaiah Briscoe,2018-19,22,ORL,NBA,0.3,39,0,559,6.7,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,96,111,-0.3,0.5,0.023,-5,-0.6,-5.6,-0.5
Aaron Brooks,2016-17,32,IND,NBA,0.3,65,0,894,9.5,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,98,113,-0.2,0.5,0.016,-2.1,-2.5,-4.6,-0.6
Lorenzo Brown,2014-15,24,MIN,NBA,0.3,29,7,549,11,0.23,0.156,2.8,12,7.3,24.9,2.6,0.9,18.7,12.9,99,111,0.1,0.2,0.025,-1.9,-0.6,-2.6,-0.1
Caron Butler,2015-16,35,SAC,NBA,0.3,17,1,176,11.3,0.305,0.203,3.1,10.4,6.8,8.3,2.5,0.5,4.5,16.2,106,109,0.1,0.1,0.071,-1.5,-1.1,-2.6,0
Jose Calderon,2016-17,35,TOT,NBA,0.3,41,13,539,8.9,0.478,0.09,3,12.2,7.5,23.3,1,0.2,22.7,14.4,100,113,0,0.3,0.023,-2.9,-1.8,-4.7,-0.4
Jack Cooley,2017-18,26,SAC,NBA,0.3,7,0,87,19.7,0,0.704,17.6,21.9,19.6,10.5,0.6,0,7.8,19.8,126,113,0.3,0,0.182,0.9,-2.5,-1.6,0
Samuel Dalembert,2014-15,33,NYK,NBA,0.3,32,21,544,11.8,0,0.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15,90,104,-0.4,0.7,0.023,-5.2,3,-2.2,0
Troy Daniels,2018-19,27,PHO,NBA,0.3,51,1,760,9.8,0.705,0.084,1.9,8.9,5.3,5,1.6,0.5,8.7,17.6,104,118,0.2,0.1,0.02,-1,-3.4,-4.4,-0.5
Drew Eubanks,2018-19,21,SAS,NBA,0.3,23,0,113,15.1,0,0.5,5.8,26.8,16.4,8.3,0.9,3.7,20.1,15.5,114,108,0.1,0.2,0.12,-3.6,1.3,-2.3,0
Tyreke Evans,2018-19,29,IND,NBA,0.3,69,18,1402,11.5,0.327,0.242,2.7,13,7.9,17.5,2,1.1,13.9,26.4,94,107,-1.7,2,0.01,-3.1,-0.5,-3.6,-0.6
Landry Fields,2014-15,26,TOR,NBA,0.3,26,9,216,10.8,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0,15.5,10.8,109,109,0.2,0.1,0.072,-1.5,0.1,-1.5,0
Markelle Fultz,2018-19,20,PHI,NBA,0.3,19,15,427,10.5,0.09,0.239,6.6,10.6,8.7,19.5,1.9,0.9,12.7,19.3,99,111,-0.1,0.4,0.035,-2.9,-0.1,-3.1,-0.1
Ben Gordon,2014-15,31,ORL,NBA,0.3,56,0,790,10.6,0.329,0.227,0.8,8.3,4.5,10.3,0.9,0.1,14.5,21.8,98,112,0.1,0.2,0.015,-2.5,-3.6,-6.1,-0.8
Jorge Gutierrez,2014-15,26,TOT,NBA,0.3,20,1,175,11,0.073,0.317,3.3,12.9,8.1,19.6,1.8,0,20.4,15.2,105,105,0.1,0.2,0.088,-2.5,-0.6,-3.1,0
Jorge Gutierrez,2015-16,27,CHO,NBA,0.3,12,0,63,19.1,0.182,1,0,12.3,6.1,40.3,2.4,0,27.5,15.6,124,105,0.2,0.1,0.201,-0.8,-2.4,-3.2,0
P.J. Hairston,2014-15,22,CHO,NBA,0.3,45,2,687,9,0.606,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,91,104,-0.5,0.8,0.022,-2.2,-1.3,-3.5,-0.3
Maurice Harkless,2014-15,21,ORL,NBA,0.3,45,4,674,8.4,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,92,107,-0.3,0.6,0.021,-3.1,0.2,-2.9,-0.1
R.J. Hunter,2015-16,22,BOS,NBA,0.3,36,0,315,7.7,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,94,104,-0.1,0.4,0.045,-3.1,-0.4,-3.5,-0.1
Jalen Jones,2018-19,25,CLE,NBA,0.3,16,0,214,11.7,0.452,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.7,111,117,0.2,0.1,0.056,-1.2,-2.2,-3.4,-0.1
Tyus Jones,2015-16,19,MIN,NBA,0.3,37,0,573,11.2,0.34,0.25,1.4,8,4.8,27.7,2.7,0.4,16,16.1,98,111,0,0.3,0.027,-1.7,-2,-3.7,-0.3
Sergey Karasev,2015-16,22,BRK,NBA,0.3,40,5,399,8.5,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,105,114,0.2,0.1,0.031,-2.4,-1.7,-4.2,-0.2
Brandon Knight,2016-17,25,PHO,NBA,0.3,54,5,1140,12.4,0.265,0.293,2.3,9.1,5.6,17.8,1.1,0.4,12.9,25,101,116,0.1,0.2,0.015,-1.4,-3,-4.5,-0.7
Ognjen Kuzmic,2014-15,24,GSW,NBA,0.3,16,0,72,12.9,0,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,125,103,0.2,0.1,0.171,-0.3,1,0.8,0.1
Skal Labissiere,2018-19,22,TOT,NBA,0.3,22,1,176,12.6,0.265,0.347,5.4,20.3,12.8,8.6,1.4,2.8,16.3,16,108,109,0.1,0.2,0.089,-2.4,0.6,-1.8,0
Zach LaVine,2017-18,22,CHI,NBA,0.3,24,24,656,14.6,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,99,111,-0.1,0.5,0.025,-0.6,-2,-2.7,-0.1
John Lucas III,2014-15,32,DET,NBA,0.3,21,0,272,13,0.279,0.048,1.5,5,3.2,36,1.5,0,13.1,19.9,103,111,0.2,0.1,0.058,-1.1,-4.4,-5.5,-0.2
Frank Mason,2018-19,24,SAC,NBA,0.3,38,0,435,12.4,0.379,0.337,1.4,9,5.1,26.3,1.7,0.8,15.6,21.8,102,114,0,0.3,0.033,-2,-2.5,-4.5,-0.3
Ray McCallum,2015-16,24,TOT,NBA,0.3,41,6,475,9.1,0.288,0.103,1.9,9.3,5.6,18.5,1.3,1.2,13.6,16.8,95,106,-0.2,0.5,0.034,-2.9,-0.8,-3.8,-0.2
Chris McCullough,2015-16,20,BRK,NBA,0.3,24,4,362,12.2,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,95,105,-0.1,0.4,0.043,-2.1,1.1,-1,0.1
Ben McLemore,2015-16,22,SAC,NBA,0.3,68,53,1443,8.6,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,95,111,-0.4,0.7,0.01,-2,-1.2,-3.2,-0.4
Josh McRoberts,2016-17,29,MIA,NBA,0.3,22,14,381,9.8,0.263,0.076,6.6,15,10.7,18.9,1.3,0.8,15.9,16.9,97,108,-0.1,0.4,0.036,-2.9,0.6,-2.4,0
Jodie Meeks,2018-19,31,TOR,NBA,0.3,8,0,104,16,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,127,112,0.2,0.1,0.153,1.4,-2.2,-0.8,0
Jordan Mickey,2017-18,23,MIA,NBA,0.3,23,3,284,10.6,0.195,0.232,7.1,25.3,16.2,4.8,1.1,3,16.6,17.1,96,104,-0.1,0.4,0.054,-5.5,0.4,-5.1,-0.2
Mike Miller,2015-16,35,DEN,NBA,0.3,47,2,373,6.5,0.839,0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,100,109,0.1,0.3,0.04,-2.5,-0.3,-2.7,-0.1
Shake Milton,2018-19,22,PHI,NBA,0.3,20,0,268,9.3,0.506,0.08,3.7,10,6.9,9.2,1.4,2.3,6.2,15,105,111,0.1,0.3,0.059,-2.1,-0.6,-2.7,0
Malik Monk,2018-19,20,CHO,NBA,0.3,73,0,1258,11.8,0.563,0.174,1.3,10.6,5.9,14.3,1.4,1.3,12,24.6,99,114,-0.4,0.7,0.012,-1.1,-2.7,-3.9,-0.6
Donatas Motiejunas,2015-16,25,HOU,NBA,0.3,37,22,547,11.3,0.278,0.259,7.4,14.6,11,12.2,1.5,0.8,16.2,21.4,98,110,0,0.3,0.026,-2.5,-1.9,-4.3,-0.3
Johnathan Motley,2017-18,22,DAL,NBA,0.3,11,4,176,17.2,0.08,0.373,8.5,22.9,15.5,7.1,0.9,1,9.3,24.9,106,110,0.1,0.2,0.084,-2.8,-2.1,-4.9,-0.1
Johnathan Motley,2018-19,23,LAC,NBA,0.3,22,0,156,18.9,0.041,0.548,12.6,21.7,17.3,11.7,1.5,1.5,15,28.8,106,109,0.1,0.2,0.092,-1.8,-1.4,-3.2,0
Steve Novak,2014-15,31,TOT,NBA,0.3,35,0,197,8.6,0.857,0.036,1.1,11.4,6.3,8.6,0,0.8,8.1,14.1,111,111,0.2,0.1,0.075,-0.2,-3.2,-3.4,-0.1
Dirk Nowitzki,2018-19,40,DAL,NBA,0.3,51,20,795,9.6,0.545,0.133,0.7,20.5,10.6,6.9,0.5,1.9,4.3,22.5,96,111,-0.5,0.8,0.016,-3.8,-2.1,-5.9,-0.8
Johnny O'Bryant,2017-18,24,CHO,NBA,0.3,36,0,379,11.9,0.251,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,99,109,-0.1,0.4,0.038,-3.2,-2,-5.3,-0.3
Johnny O'Bryant,2015-16,22,MIL,NBA,0.3,66,4,857,7.4,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12,13.5,96,111,-0.2,0.4,0.014,-4.3,-1.7,-6,-0.9
Arinze Onuaku,2014-15,27,MIN,NBA,0.3,6,1,68,22.8,0,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,143,110,0.2,0,0.197,2.5,-0.2,2.3,0.1
Alec Peters,2017-18,22,PHO,NBA,0.3,20,0,225,10.7,0.784,0.135,3.7,14,8.8,7.9,0.4,0.7,4.9,15.5,111,116,0.2,0,0.055,-0.2,-3.1,-3.3,-0.1
Alex Poythress,2016-17,23,PHI,NBA,0.3,6,1,157,13.2,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1,4.9,16.9,115,112,0.2,0.1,0.099,-0.6,-1.9,-2.5,0
A.J. Price,2014-15,28,TOT,NBA,0.3,26,0,324,12,0.416,0.175,2.1,8.9,5.6,23.5,1.1,0,8.7,22.5,98,108,0,0.2,0.041,-0.7,-3.1,-3.7,-0.1
Devin Robinson,2018-19,23,WAS,NBA,0.3,7,0,95,20.6,0.063,0.438,6.7,16.2,11.4,9.5,2,5.3,5,17.9,127,110,0.2,0.1,0.175,-0.2,1.2,1,0.1
Nate Robinson,2014-15,30,TOT,NBA,0.3,42,1,591,10.6,0.439,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,97,111,0,0.2,0.021,-0.4,-2.8,-3.3,-0.2
Terrence Ross,2017-18,26,ORL,NBA,0.3,24,20,600,9.9,0.487,0.188,1.8,11.6,6.7,9.3,2.2,1.5,12.3,17.3,96,110,-0.2,0.5,0.025,-2.2,0.1,-2.1,0
Robert Sacre,2015-16,26,LAL,NBA,0.3,25,1,320,10.4,0,0.507,10.4,13.9,12.1,6.9,0.6,2.5,11.6,14.3,104,113,0.2,0.1,0.04,-3.5,-0.8,-4.3,-0.2
Wayne Selden,2017-18,23,MEM,NBA,0.3,35,9,692,11.8,0.454,0.219,2.6,6.8,4.7,16,1.3,0.7,15.5,22.6,101,115,0.1,0.2,0.023,-0.7,-3.3,-4,-0.4
Ramon Sessions,2017-18,31,TOT,NBA,0.3,28,3,392,11.2,0.222,0.487,1.7,9.1,5.4,27.2,1.8,0.4,17.4,19.3,101,112,0.1,0.3,0.039,-3,-2.2,-5.2,-0.3
Jonathon Simmons,2018-19,29,TOT,NBA,0.3,56,9,1064,8.5,0.297,0.277,2.7,10,6.3,16.7,1.3,1.2,14.8,18.7,95,111,-0.8,1.1,0.013,-4.1,-0.6,-4.8,-0.7
Kyle Singler,2016-17,28,OKC,NBA,0.3,32,2,385,5.9,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,99,111,0,0.3,0.034,-4.6,-1.3,-5.9,-0.4
Nik Stauskas,2017-18,24,TOT,NBA,0.3,41,0,523,9,0.649,0.188,0.8,12.3,6.5,11.1,0.8,0.6,13.5,15.9,101,113,0.1,0.3,0.031,-2.1,-1.8,-4,-0.3
Julyan Stone,2017-18,29,CHO,NBA,0.3,23,0,175,7.6,1,0.154,0.6,17.6,9,19.2,1.1,1,33.5,5.2,123,110,0.2,0.2,0.087,-2.1,0.3,-1.8,0
Jeffery Taylor,2014-15,25,CHO,NBA,0.3,29,13,430,8.2,0.316,0.36,3.5,10.3,6.8,8.2,1.4,0.2,12.6,16,95,106,-0.1,0.4,0.034,-3.3,-0.6,-4,-0.2
Mirza Teletovic,2017-18,32,MIL,NBA,0.3,10,0,159,13.5,0.789,0,2.2,14.7,8.5,9.5,1.3,0.5,10.9,18.2,113,113,0.2,0.1,0.09,1.6,-3.3,-1.6,0
Axel Toupane,2015-16,23,DEN,NBA,0.3,21,0,305,7.1,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,106,111,0.2,0.1,0.049,-1.7,-1.1,-2.8,-0.1
Ekpe Udoh,2014-15,27,LAC,NBA,0.3,33,0,128,11.6,0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20,12.3,101,100,0,0.2,0.101,-3.4,4.2,0.7,0.1
Briante Weber,2016-17,24,TOT,NBA,0.3,20,0,205,11,0.167,0.267,4.3,9.6,7,15,2.9,0.4,10.7,16.3,100,107,0,0.2,0.059,-3.2,0,-3.2,-0.1
C.J. Wilcox,2015-16,25,LAC,NBA,0.3,23,0,167,12.9,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,103,104,0.1,0.2,0.089,-1.5,-0.9,-2.4,0
Christian Wood,2016-17,21,CHO,NBA,0.3,13,0,107,15.1,0.217,0.652,14.3,15.5,14.9,2.8,1.4,4.9,19.1,15.4,113,106,0.1,0.1,0.125,-2.5,0.6,-2,0
Christian Wood,2015-16,20,PHI,NBA,0.3,17,0,145,16.4,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,107,107,0.2,0.1,0.097,-2.9,-1.6,-4.5,-0.1
Tony Wroten,2014-15,21,PHI,NBA,0.3,30,15,895,14.9,0.327,0.415,2.5,8.1,5.2,34.9,2.7,0.7,18,30.5,94,106,-0.6,0.9,0.014,0.3,-1.8,-1.5,0.1
James Young,2016-17,21,BOS,NBA,0.3,29,0,220,10,0.603,0.155,3.1,10,6.6,2.6,2.3,0.7,6.1,13.3,108,109,0.1,0.2,0.076,-2,-1.1,-3.1,-0.1
James Young,2014-15,19,BOS,NBA,0.3,31,0,332,8.5,0.647,0.284,2.9,11,6.9,5.6,1.2,0.5,4.2,15.8,99,107,0.1,0.3,0.047,-1.9,-1.9,-3.8,-0.2
Tyler Zeller,2018-19,29,TOT,NBA,0.3,6,1,93,17.3,0.033,0.6,12.9,15.7,14.2,6.7,0.5,3.1,9.5,20.1,123,111,0.2,0.1,0.167,-1,-1.2,-2.2,0
Chris Andersen,2016-17,38,CLE,NBA,0.2,12,0,114,11.6,0.136,0.636,9,20.6,15,5.9,2.2,5,15.1,13,107,104,0.1,0.2,0.102,-3.8,3,-0.9,0
Jeff Ayres,2015-16,28,LAC,NBA,0.2,17,0,107,8.3,0.043,0.261,4.1,18.1,11.2,6.9,0,2.2,19,13.4,105,106,0.1,0.1,0.077,-4.7,0.1,-4.6,-0.1
Andrea Bargnani,2015-16,30,BRK,NBA,0.2,46,0,634,11.8,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,100,115,0.1,0,0.013,-3.7,-4.2,-7.9,-0.9
Malik Beasley,2016-17,20,DEN,NBA,0.2,22,1,165,13.7,0.384,0.137,3.4,8,5.7,10.2,2.1,0,9.4,22,107,114,0.1,0.1,0.057,-0.5,-3.5,-3.9,-0.1
Michael Beasley,2018-19,30,LAL,NBA,0.2,26,2,277,15.9,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3,13.7,29.5,99,108,-0.1,0.4,0.039,-3.7,-0.4,-4,-0.1
Jabari Bird,2017-18,23,BOS,NBA,0.2,13,1,115,12.1,0.269,0.5,5.8,12.2,9,10.5,1.3,0.7,20.1,15.4,107,106,0.1,0.2,0.098,-2.3,0.1,-2.1,0
Joel Bolomboy,2016-17,23,UTA,NBA,0.2,12,0,53,19.7,0.25,0.375,9,27.6,18.5,6.3,1,3.1,9.7,18.2,117,102,0.1,0.1,0.171,-1.3,0.5,-0.8,0
Elton Brand,2015-16,36,PHI,NBA,0.2,17,1,225,11.4,0.014,0.125,4.2,27,15.2,13.1,2,2.7,12.6,16.9,93,105,-0.1,0.3,0.036,-5.5,1.5,-4,-0.1
Lorenzo Brown,2017-18,27,TOR,NBA,0.2,14,0,139,8.2,0.353,0.059,0.8,11.1,6,12.4,1.8,0,7.9,11.9,102,108,0,0.1,0.06,-2.8,-0.2,-3,0
Kobe Bryant,2014-15,36,LAL,NBA,0.2,35,35,1207,17.6,0.258,0.338,2.3,16.5,9.1,29.9,2,0.5,13.5,34.9,96,110,-0.4,0.6,0.006,1.6,-1.3,0.3,0.7
Dwight Buycks,2017-18,28,DET,NBA,0.2,29,0,427,12.8,0.227,0.207,3,7.7,5.3,22.4,2.2,0.4,15.3,26.4,97,109,-0.2,0.4,0.027,-2.5,-1.8,-4.3,-0.2
Michael Carter-Williams,2016-17,25,CHI,NBA,0.2,45,19,846,9.9,0.209,0.252,3,16.6,9.8,20,2.3,2.2,16.3,20.9,90,105,-1,1.3,0.013,-4.1,1.7,-2.4,-0.1
Ian Clark,2014-15,23,TOT,NBA,0.2,30,0,192,8.8,0.545,0.164,2.4,7.1,4.8,9.7,2.4,1.2,13.2,16,99,106,0,0.2,0.05,-2,-0.8,-2.8,0
Bonzie Colson,2018-19,23,MIL,NBA,0.2,8,2,98,12.9,0.538,0.231,8.8,21.5,15.5,4,2.4,0.9,6.5,19.6,100,103,0,0.2,0.085,-3.3,-1,-4.3,-0.1
Quinn Cook,2016-17,23,TOT,NBA,0.2,14,0,188,11.8,0.394,0.076,0.6,3.6,2,22.8,1.1,0,16,19.6,105,114,0.1,0.1,0.047,-1.7,-4.2,-5.9,-0.2
Jack Cooley,2014-15,23,UTA,NBA,0.2,16,0,87,11.4,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,97,98,0,0.2,0.092,-4.4,0.4,-4,0
Bryce Cotton,2014-15,22,UTA,NBA,0.2,15,0,159,14.5,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,102,109,0.1,0.1,0.067,-1.2,-3.2,-4.4,-0.1
Jamal Crawford,2018-19,38,PHO,NBA,0.2,64,0,1211,11.7,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,102,119,0.1,0,0.006,-2,-4.1,-6,-1.2
Jordan Crawford,2017-18,29,NOP,NBA,0.2,5,0,53,19.1,0.519,0.037,4.2,4,4.1,37.7,0.9,1.5,15.4,26.5,116,113,0.1,0,0.15,3.9,-4.8,-0.9,0
Mitch Creek,2018-19,26,TOT,NBA,0.2,5,0,48,20.2,0.125,0.438,13.2,13.1,13.2,18.6,2,0,5,17.6,129,111,0.1,0,0.196,1.9,-0.3,1.7,0
Troy Daniels,2014-15,23,TOT,NBA,0.2,47,0,397,9.6,0.715,0.079,2.2,7.2,4.7,9.2,0.8,0.2,10.5,21.3,99,112,0.1,0.1,0.022,-0.3,-4.6,-4.9,-0.3
Brandon Davies,2014-15,23,TOT,NBA,0.2,27,6,423,10.5,0.248,0.27,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,94,106,-0.2,0.4,0.028,-3.1,-0.1,-3.2,-0.1
Bryce Dejean-Jones,2015-16,23,NOP,NBA,0.2,14,11,279,9.6,0.464,0.304,3.1,16.5,9.5,7.7,1.8,0.6,12.3,14.1,99,110,0,0.2,0.033,-2.2,-0.4,-2.6,0
Marcus Derrickson,2018-19,22,GSW,NBA,0.2,11,0,67,19.4,0.606,0.152,13.3,7.6,10.4,2.2,0,1.3,7.9,24.4,123,116,0.2,0,0.155,3.9,-6.6,-2.8,0
Toney Douglas,2014-15,28,NOP,NBA,0.2,12,0,177,11.2,0.353,0.255,1.3,12.8,7.1,20,3.3,1.7,15,17.2,95,104,0,0.2,0.046,-2.1,0.8,-1.3,0
Raymond Felton,2014-15,30,DAL,NBA,0.2,29,3,281,12.4,0.321,0.142,0.8,9.4,5.1,21.9,2,1.2,13.8,20.7,98,108,0,0.2,0.039,-1.8,-1.3,-3,-0.1
Randy Foye,2016-17,33,BRK,NBA,0.2,69,40,1284,7.3,0.625,0.194,0.8,11.9,6.4,15.2,1.3,0.5,18.5,14.4,95,113,-0.6,0.7,0.006,-3,-1,-3.9,-0.6
Jimmer Fredette,2014-15,25,NOP,NBA,0.2,50,0,509,9.8,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,97,111,0,0.2,0.021,-2.6,-2.9,-5.5,-0.4
Markelle Fultz,2017-18,19,PHI,NBA,0.2,14,0,253,12.4,0.009,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,96,105,-0.2,0.4,0.043,-3.8,0.8,-3,-0.1
Marcus Georges-Hunt,2017-18,23,MIN,NBA,0.2,42,0,224,6.9,0.313,0.438,3.6,4.7,4.1,4.1,1.3,0,5,11.9,112,116,0.2,0,0.049,-1.7,-2.7,-4.4,-0.1
Jonathan Gibson,2017-18,30,BOS,NBA,0.2,4,0,40,25.4,0.522,0,0,8.1,4.1,22.6,0,0,11.5,29,122,111,0.1,0,0.195,7.2,-5.3,1.9,0
Archie Goodwin,2014-15,20,PHO,NBA,0.2,41,2,535,11.2,0.204,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,94,108,-0.2,0.4,0.014,-3.3,-1.2,-4.5,-0.3
Jordan Hamilton,2015-16,25,NOP,NBA,0.2,11,4,304,12.4,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12,20.7,98,110,0,0.2,0.03,-1.2,-1,-2.2,0
Joe Harris,2014-15,23,CLE,NBA,0.2,51,1,493,5.6,0.7,0.125,1.7,7.8,4.8,7.7,0.7,0.3,17.6,14.1,97,111,0,0.2,0.018,-2,-2.5,-4.5,-0.3
Udonis Haslem,2016-17,36,MIA,NBA,0.2,16,0,130,8.8,0.13,0.652,6.7,24.1,15.3,6.4,2.3,0.6,21.3,12.8,98,103,0,0.2,0.074,-4.7,1.5,-3.2,0
Lester Hudson,2014-15,30,LAC,NBA,0.2,5,0,56,16,0.429,0.286,2.1,13.8,8,12.6,5.4,1.5,16,15.1,108,98,0.1,0.1,0.141,0,3.3,3.3,0.1
Josh Huestis,2016-17,25,OKC,NBA,0.2,2,0,31,26.1,0.364,0.091,14.3,17.9,16.1,15.5,0,7.7,0,15.7,143,106,0.1,0,0.265,3.9,1.8,5.7,0.1
Andre Ingram,2017-18,32,LAL,NBA,0.2,2,0,64,16.3,0.529,0.176,1.7,8.3,5,15.3,2.2,3.8,14.1,14.1,124,107,0.1,0.1,0.157,0.4,0.9,1.3,0.1
Jonathan Isaac,2017-18,20,ORL,NBA,0.2,27,10,536,9.8,0.317,0.172,3.3,17.2,10.2,4.8,3,4.5,14.8,15,87,104,-0.6,0.8,0.021,-4.9,3.1,-1.8,0
Demetrius Jackson,2018-19,24,PHI,NBA,0.2,6,0,39,21,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0,5.6,19.1,138,112,0.2,0,0.231,4.4,-3.4,1,0
Mike James,2017-18,27,TOT,NBA,0.2,36,10,687,13.9,0.305,0.262,2,12.2,7,29.4,2,0.8,12,25.1,99,113,-0.1,0.3,0.017,-0.9,-1.8,-2.6,-0.1
John Jenkins,2018-19,27,TOT,NBA,0.2,26,0,333,9.7,0.552,0.171,1.8,10,5.8,9.9,0,0.5,7.4,15.7,109,119,0.2,0,0.031,-1.7,-3.6,-5.2,-0.3
John Jenkins,2015-16,24,TOT,NBA,0.2,43,3,480,10,0.319,0.15,1.8,11.3,6.5,11.7,0.8,0.2,13.7,18.1,99,112,0,0.2,0.022,-3,-2.4,-5.4,-0.4
Brice Johnson,2017-18,23,TOT,NBA,0.2,18,0,98,18.2,0.024,0.119,10.4,25.5,17.9,3.4,4.5,5.5,10.2,22.3,96,99,0,0.2,0.082,-4.9,2,-2.8,0
Jemerrio Jones,2018-19,23,LAL,NBA,0.2,6,2,143,12.1,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,102,105,0,0.2,0.084,-2.9,3.7,0.8,0.1
Perry Jones,2014-15,23,OKC,NBA,0.2,43,13,631,6.9,0.326,0.201,1,11.7,6.5,4.2,1.4,1,10.7,15.3,92,108,-0.3,0.5,0.015,-4.2,-1.2,-5.4,-0.5
Sasha Kaun,2015-16,30,CLE,NBA,0.2,25,0,95,12.5,0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,100,100,0,0.2,0.096,-3.5,2.7,-0.8,0
Nicolas Laprovittola,2016-17,27,SAS,NBA,0.2,18,3,174,8.4,0.574,0.191,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,99,108,0,0.2,0.044,-2.5,-2.4,-4.9,-0.1
Jordan Loyd,2018-19,25,TOR,NBA,0.2,12,0,55,16.3,0.444,0.611,2,15.3,8.8,15.1,0,0,8.1,19.4,130,112,0.2,0,0.19,1,-3,-2,0
Timothe Luwawu-Cabarrot,2018-19,23,TOT,NBA,0.2,50,7,669,8,0.532,0.188,1.7,14.1,7.8,5.5,1.4,1,8.2,16.6,97,113,-0.3,0.5,0.015,-3.3,-1.7,-5,-0.5
Tyler Lydon,2018-19,22,DEN,NBA,0.2,25,0,94,9.3,0.556,0.167,8,12.7,10.4,8.2,1,0,17.2,10.6,116,112,0.1,0.1,0.086,-1.4,-1.2,-2.5,0
Kenyon Martin,2014-15,37,MIL,NBA,0.2,11,0,104,10,0,0.091,6.7,14.2,10.5,7,2.5,4.9,11.6,11.2,97,99,0,0.2,0.086,-4.4,3.6,-0.8,0
Chris McCullough,2017-18,22,WAS,NBA,0.2,19,0,90,15.8,0.19,0.333,8.8,22.6,15.7,7.1,0,4.9,4,24.6,104,108,0.1,0.1,0.081,-3.8,-1.9,-5.7,-0.1
K.J. McDaniels,2015-16,22,HOU,NBA,0.2,37,1,235,10.6,0.347,0.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,101,110,0.1,0.1,0.043,-3.1,-1.9,-5,-0.2
