Player,Season,Age,Tm,Lg,WS,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP
Landry Shamet,2018-19,21,TOT,NBA,3.6,79,27,1802,11,0.711,0.167,1.3,6.4,3.9,9,1,0.4,7,15,120,115,2.7,0.9,0.095,1.4,-2.4,-1,0.5
Amar'e Stoudemire,2014-15,32,TOT,NBA,3.6,59,15,1245,20.3,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12,23.8,112,107,2.6,1,0.138,-0.2,-1.3,-1.4,0.2
Jason Terry,2014-15,37,HOU,NBA,3.6,77,18,1641,11.4,0.724,0.108,1,7.1,4.1,13.8,2,0.9,13.7,14.3,112,106,2,1.5,0.104,0.3,-0.7,-0.4,0.7
P.J. Tucker,2016-17,31,TOT,NBA,3.6,81,21,2236,10.5,0.407,0.193,5.6,17.7,11.6,6,2.5,0.7,11.2,11.2,109,109,1.4,2.2,0.078,-0.7,1.6,0.9,1.6
Beno Udrih,2014-15,32,MEM,NBA,3.6,79,12,1494,15.4,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,108,105,2,1.6,0.115,0.2,-1,-0.8,0.5
Nikola Vucevic,2017-18,27,ORL,NBA,3.6,57,57,1683,19.7,0.243,0.112,6.6,27.8,17.1,19.9,1.6,3,11,25.9,105,106,1.3,2.3,0.102,0.6,2.1,2.7,2
Derrick White,2018-19,24,SAS,NBA,3.6,67,55,1728,14.8,0.262,0.227,2.2,13.3,7.8,21,1.9,2.3,14,17.7,111,110,1.7,1.9,0.101,-0.2,1.1,0.9,1.3
Deron Williams,2014-15,30,BRK,NBA,3.6,68,55,2114,15.7,0.307,0.313,1.5,11,6.3,33.7,1.6,0.6,14.9,22.3,105,109,2.3,1.3,0.083,1.3,-1.2,0.1,1.1
Derrick Williams,2015-16,24,NYK,NBA,3.6,80,9,1435,17.2,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,110,108,2.4,1.2,0.12,-0.1,-2.4,-2.6,-0.2
Cole Aldrich,2015-16,27,LAC,NBA,3.5,60,5,800,21.3,0,0.373,11.9,27.1,19.6,10,2.9,6.7,19.6,18.4,113,94,1.4,2,0.209,-1,5.8,4.8,1.4
Kyle Anderson,2015-16,22,SAS,NBA,3.5,78,11,1245,12.9,0.125,0.281,2.4,19.4,11.2,13.7,2.5,1.8,15.1,14.4,104,97,0.7,2.8,0.133,-1.9,3.7,1.8,1.2
Ryan Anderson,2014-15,26,NOP,NBA,3.5,61,5,1675,15.6,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,109,110,2.6,0.9,0.1,2,-3.1,-1.1,0.4
Nicolas Batum,2017-18,29,CHO,NBA,3.5,64,64,1981,14.4,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1,15.6,18.3,107,110,1.7,1.8,0.084,0.9,0.5,1.4,1.7
Patrick Beverley,2014-15,26,HOU,NBA,3.5,56,55,1727,11.3,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1,12.9,16.1,107,106,1.7,1.8,0.096,0.5,0.3,0.8,1.2
Devin Booker,2018-19,22,PHO,NBA,3.5,64,64,2242,20.2,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,109,118,3.3,0.3,0.076,3.8,-3,0.8,1.6
Wilson Chandler,2016-17,29,DEN,NBA,3.5,71,33,2197,14.9,0.347,0.207,5.2,17.8,11.6,9.8,1.1,1.1,10,22,109,113,2.4,1.1,0.077,0.5,-1.4,-0.9,0.6
Solomon Hill,2014-15,23,IND,NBA,3.5,82,78,2381,10.2,0.328,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,101,105,0.9,2.6,0.072,-1.1,0.8,-0.3,1
Jonas Jerebko,2014-15,27,TOT,NBA,3.5,75,0,1230,15,0.369,0.174,8,17.2,12.5,9,1.9,1.1,9.7,16.2,114,105,2,1.4,0.135,0.5,0.4,0.9,0.9
Cory Joseph,2015-16,24,TOR,NBA,3.5,80,4,2046,12.4,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17,106,108,1.8,1.7,0.082,-0.6,-0.4,-1,0.5
Cory Joseph,2018-19,27,IND,NBA,3.5,82,9,2063,11,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,105,107,0.5,2.9,0.081,-2,1.4,-0.5,0.8
Maxi Kleber,2018-19,27,DAL,NBA,3.5,71,18,1502,13.1,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,115,109,1.6,1.8,0.111,-0.8,2.3,1.5,1.3
Kosta Koufos,2015-16,26,SAC,NBA,3.5,78,14,1482,15.1,0,0.234,12.4,18.4,15.4,3.3,1.3,3.8,8.9,15.4,113,107,2.1,1.4,0.113,-1.6,0.4,-1.2,0.3
Jeremy Lin,2015-16,27,CHO,NBA,3.5,78,13,2048,13.8,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,102,106,1.3,2.3,0.082,-0.9,-0.2,-1.1,0.5
JaVale McGee,2016-17,29,GSW,NBA,3.5,77,10,739,25.2,0.009,0.348,15.9,20.1,18.1,3.8,1.2,7.1,9.8,23.8,120,101,2,1.5,0.225,0.2,0.5,0.8,0.5
Patty Mills,2018-19,30,SAS,NBA,3.5,82,1,1908,13.2,0.609,0.155,1.4,8.9,5.2,17.6,1.3,0.4,11.6,18.5,112,114,2.2,1.2,0.087,1.5,-2,-0.5,0.7
Nikola Mirotic,2018-19,27,TOT,NBA,3.5,46,25,1245,17.2,0.587,0.229,5.1,22.6,14,6.2,1.2,2.2,7.4,21.4,115,109,2,1.4,0.133,1.2,-1.2,0,0.6
Larry Nance,2016-17,24,LAL,NBA,3.5,63,7,1442,15.7,0.1,0.222,8.8,19.6,14,9.7,2.8,2.2,12.4,13.4,117,109,2.1,1.5,0.118,-0.3,2.2,1.9,1.4
Victor Oladipo,2014-15,22,ORL,NBA,3.5,72,71,2573,15.9,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,101,108,1.5,2,0.065,0.5,-0.5,0,1.3
Bobby Portis,2017-18,22,CHI,NBA,3.5,73,4,1643,19.7,0.275,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,108,110,2,1.5,0.101,1,-0.6,0.3,1
Julius Randle,2016-17,22,LAL,NBA,3.5,74,73,2132,16.3,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,107,112,2,1.5,0.08,-0.8,0.7,0,1.1
Terrence Ross,2016-17,25,TOT,NBA,3.5,78,24,1955,13.4,0.524,0.103,1,10.8,5.9,7.1,2.2,1.4,8,19.3,107,109,1.5,2,0.086,0.4,-0.6,-0.3,0.9
Dario Saric,2018-19,24,TOT,NBA,3.5,81,41,2023,13.1,0.464,0.216,6.6,17.5,12.1,8.8,1.1,0.4,11.3,17.8,113,114,2.3,1.2,0.084,0.3,-1.4,-1.1,0.5
Daniel Theis,2017-18,25,BOS,NBA,3.5,63,3,936,16.1,0.249,0.348,10.7,21.2,16,9.1,1.6,4.3,17.2,15.5,117,100,1.6,1.9,0.178,-0.8,3.4,2.6,1.1
Daniel Theis,2018-19,26,BOS,NBA,3.5,66,2,908,17,0.252,0.286,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,128,107,2.3,1.3,0.188,0.8,1.5,2.3,1
P.J. Tucker,2015-16,30,PHO,NBA,3.5,82,80,2540,10.8,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,105,109,1.5,1.9,0.066,-0.7,1.3,0.6,1.7
Dwyane Wade,2014-15,33,MIA,NBA,3.5,62,62,1971,21.4,0.094,0.341,3.6,9.6,6.7,32.1,2,0.9,14.4,34.7,102,108,2.1,1.4,0.086,2.4,-1.2,1.2,1.6
David West,2017-18,37,GSW,NBA,3.5,73,0,999,20.9,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,113,103,1.8,1.7,0.168,-0.2,3.2,3,1.3
D.J. Augustin,2014-15,27,TOT,NBA,3.4,82,14,1964,13.9,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,107,110,2.5,0.9,0.083,0.2,-2.7,-2.5,-0.3
Cristiano Felicio,2016-17,24,CHI,NBA,3.4,66,0,1040,15.3,0,0.421,12.8,19.5,16.1,5.7,1.2,1.3,11.2,12.4,126,107,2.1,1.3,0.158,-0.6,0.6,0,0.5
Langston Galloway,2018-19,27,DET,NBA,3.4,80,4,1745,10.7,0.647,0.164,3,7.9,5.4,7.3,1,0.4,3.7,16.1,115,113,2.1,1.3,0.094,0.2,-1.6,-1.3,0.3
Danny Green,2016-17,29,SAS,NBA,3.4,68,68,1807,10.1,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,103,104,0.4,3,0.09,-0.3,2.7,2.4,2
Tyler Hansbrough,2014-15,29,TOR,NBA,3.4,74,8,1058,13.3,0.042,0.842,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,132,107,2.6,0.9,0.156,0.1,-0.5,-0.5,0.4
Maurice Harkless,2018-19,25,POR,NBA,3.4,60,53,1415,13.2,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3,9.7,13.9,114,108,1.5,1.9,0.114,-0.1,2.3,2.2,1.5
Josh Hart,2017-18,22,LAL,NBA,3.4,63,23,1461,12.2,0.525,0.251,3.1,16,9.6,7.6,1.5,0.9,10.1,13.5,116,109,1.9,1.5,0.111,-0.3,0.2,-0.1,0.7
Willy Hernangomez,2016-17,22,NYK,NBA,3.4,72,22,1324,19,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,111,107,1.8,1.6,0.123,-0.6,0.6,0,0.7
Jrue Holiday,2014-15,24,NOP,NBA,3.4,40,37,1303,18.8,0.253,0.142,2.8,9,5.9,34.9,2.5,1.3,13.8,23.1,109,107,2.3,1.1,0.124,3,-0.7,2.3,1.4
Jrue Holiday,2015-16,25,NOP,NBA,3.4,65,23,1831,19.7,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1,14,28.9,105,109,2.2,1.2,0.089,3.1,-1.3,1.7,1.7
Jonas Jerebko,2017-18,30,UTA,NBA,3.4,74,19,1134,13.2,0.46,0.167,5.4,19.1,12.3,5.7,1.1,0.9,6.9,15.6,118,106,1.8,1.6,0.144,-0.3,-0.3,-0.6,0.4
Cory Joseph,2016-17,25,TOR,NBA,3.4,80,22,2003,13.2,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,108,110,1.7,1.7,0.082,-0.4,-0.4,-0.8,0.6
Kyle Korver,2017-18,36,CLE,NBA,3.4,73,4,1574,13.4,0.777,0.149,0.7,10.9,5.9,8,1,1.5,9.6,16,120,114,2.8,0.6,0.104,2.2,-2,0.1,0.9
Alex Len,2014-15,21,PHO,NBA,3.4,69,44,1518,13.5,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,107,103,1.2,2.1,0.107,-3.3,2.3,-1,0.4
Boban Marjanovic,2015-16,27,SAS,NBA,3.4,54,4,508,27.7,0,0.655,16.9,26.2,21.7,6.6,1.2,3.5,11.5,22.8,130,96,2.3,1.2,0.325,2.7,0.9,3.6,0.7
Greg Monroe,2017-18,27,TOT,NBA,3.4,51,14,1040,21.2,0,0.308,11.4,25.2,18.3,18.7,2.1,1.8,17.7,22.4,112,105,1.8,1.6,0.155,0.1,2.3,2.4,1.2
Mike Muscala,2016-17,25,ATL,NBA,3.4,70,3,1237,14.4,0.326,0.19,6.9,14.4,10.7,11.9,1.2,2.8,13.1,14.8,116,107,1.8,1.6,0.132,-0.4,1.5,1.1,1
Andre Roberson,2015-16,24,OKC,NBA,3.4,70,70,1553,10.2,0.376,0.197,5.9,11.4,8.8,4,1.7,2,10.5,9.1,119,106,1.8,1.6,0.105,0,1.3,1.4,1.3
Tony Snell,2016-17,25,MIL,NBA,3.4,80,80,2336,9.7,0.656,0.107,1.1,11.1,6.2,5.9,1.2,0.5,8.8,12.1,114,113,2.1,1.3,0.071,0.2,-1.1,-0.8,0.7
Dwyane Wade,2016-17,35,CHI,NBA,3.4,60,59,1792,18.5,0.152,0.294,3.8,12.6,8.1,22.3,2.4,1.8,11.3,29.6,103,106,0.9,2.5,0.09,0.4,0.6,1,1.3
T.J. Warren,2017-18,24,PHO,NBA,3.4,65,65,2142,17.6,0.085,0.24,6.1,10.5,8.3,7.2,1.5,1.5,6.7,24.9,109,114,2.6,0.8,0.077,-0.1,-1.7,-1.9,0.1
Al-Farouq Aminu,2014-15,24,DAL,NBA,3.3,74,3,1366,14.4,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,107,102,1.2,2,0.115,-0.5,2.9,2.4,1.5
J.J. Barea,2017-18,33,DAL,NBA,3.3,69,10,1603,17.8,0.454,0.148,1,13.4,7,45.1,1.1,0.2,16.3,24.9,109,112,2.3,1,0.098,2.4,-2.3,0.1,0.8
Will Barton,2016-17,26,DEN,NBA,3.3,60,19,1705,15.5,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,112,114,2.5,0.8,0.093,1.3,-1,0.3,1
Aaron Brooks,2014-15,30,CHI,NBA,3.3,82,21,1885,14.4,0.383,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25,103,107,1.7,1.5,0.083,1,-2.4,-1.4,0.3
Wilson Chandler,2017-18,30,DEN,NBA,3.3,74,71,2346,11,0.39,0.181,4.9,14.1,9.6,9.5,0.9,1.4,11.9,14.3,110,113,2.1,1.2,0.067,-0.5,-0.4,-0.9,0.6
Jamal Crawford,2015-16,35,LAC,NBA,3.3,79,5,2126,14,0.366,0.289,1,6.3,3.7,14,1.2,0.4,9.6,24.9,104,109,1.8,1.5,0.076,-0.2,-2.4,-2.6,-0.3
Wayne Ellington,2016-17,29,MIA,NBA,3.3,62,13,1500,12.6,0.71,0.077,1.3,8.5,4.9,7.1,1.2,0.2,5,17.9,114,111,2.1,1.2,0.105,1.8,-1.9,-0.2,0.7
Dorian Finney-Smith,2018-19,25,DAL,NBA,3.3,81,26,1985,11,0.481,0.195,7.5,13.4,10.5,6.9,1.7,1.5,11.4,14,109,111,1.2,2,0.079,-1,1.1,0.2,1.1
Evan Fournier,2017-18,25,ORL,NBA,3.3,57,57,1837,15.5,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,110,113,2.4,0.9,0.087,1.6,-2.1,-0.4,0.7
Langston Galloway,2015-16,24,NYK,NBA,3.3,82,7,2033,11.7,0.381,0.194,2.3,13,7.7,15.7,1.9,0.8,8.7,15.6,105,108,1.4,1.8,0.077,-0.4,0.1,-0.4,0.8
Shai Gilgeous-Alexander,2018-19,20,LAC,NBA,3.3,82,73,2174,13.4,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15,18.3,108,112,1.5,1.9,0.074,-0.6,0.2,-0.3,0.9
Jerian Grant,2017-18,25,CHI,NBA,3.3,74,26,1686,14.3,0.372,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,112,112,2.3,1,0.094,-0.1,-1.8,-2,0
Jaren Jackson,2018-19,19,MEM,NBA,3.3,58,56,1515,16.4,0.241,0.334,5.3,15,10.1,7.2,1.7,5.1,12.7,22.8,108,107,1.2,2.2,0.105,-1.4,1.4,0.1,0.8
Brandon Jennings,2014-15,25,DET,NBA,3.3,41,41,1173,19.7,0.389,0.263,1.9,8,4.8,39.9,1.9,0.3,12.9,26.3,110,109,2.6,0.7,0.136,4.3,-2.5,1.8,1.1
Jonas Jerebko,2018-19,31,GSW,NBA,3.3,73,6,1218,13.5,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,120,111,2.1,1.2,0.131,0.6,-0.6,0,0.6
Chris Kaman,2014-15,32,POR,NBA,3.3,74,13,1398,17.3,0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,103,101,1.1,2.2,0.112,-2.5,1.1,-1.4,0.2
Frank Kaminsky,2015-16,22,CHO,NBA,3.3,81,3,1708,12.5,0.385,0.282,4.4,17.2,10.7,9,1.1,2,8.9,17.1,105,105,1.2,2.1,0.093,-1.6,0.4,-1.2,0.3
Kosta Koufos,2014-15,25,MEM,NBA,3.3,81,3,1348,14.2,0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,103,99,0.8,2.5,0.118,-3.4,1.9,-1.5,0.2
Shaun Livingston,2014-15,29,GSW,NBA,3.3,78,2,1468,12.9,0.005,0.23,3.3,10,6.7,24.2,1.6,1,19,15.9,107,104,1.5,1.8,0.107,-2.1,0.4,-1.7,0.1
Lauri Markkanen,2017-18,20,CHI,NBA,3.3,68,68,2020,15.6,0.465,0.193,4,23.7,13.5,6.4,0.9,1.8,8.2,21.9,107,110,1.7,1.6,0.079,-0.6,-1.3,-1.9,0.1
Markieff Morris,2017-18,28,WAS,NBA,3.3,73,73,1968,13.2,0.301,0.186,4.3,19.2,11.8,11,1.4,1.7,14.6,19.5,105,108,1.2,2.1,0.08,-1,0.5,-0.5,0.7
Royce O'Neale,2018-19,25,UTA,NBA,3.3,82,16,1671,9,0.513,0.122,1.5,16.7,9.2,10,1.5,1.1,16.2,11,108,106,0.7,2.5,0.094,-2,2.1,0.1,0.9
Zaza Pachulia,2017-18,33,GSW,NBA,3.3,69,57,972,17,0.004,0.352,11,25,18.5,15.2,1.9,1.4,19.1,17,117,105,1.8,1.4,0.161,-0.5,1.3,0.8,0.7
Patrick Patterson,2016-17,27,TOR,NBA,3.3,65,8,1599,10.8,0.659,0.156,4.4,16.3,10.4,6.6,1.3,1.2,8.5,12.5,115,109,1.7,1.6,0.1,0.5,0.4,0.9,1.2
Luis Scola,2015-16,35,TOR,NBA,3.3,76,76,1636,13.6,0.269,0.14,6,19,12.6,6.8,1.5,1.4,9.7,19.5,105,105,1.4,1.9,0.098,-0.8,-0.4,-1.2,0.3
Thabo Sefolosha,2016-17,32,ATL,NBA,3.3,62,42,1596,11.9,0.304,0.19,3.8,14.7,9.3,9.9,3,1.7,11.9,13.3,105,103,0.6,2.7,0.098,-1.9,3.1,1.2,1.3
Trae Young,2018-19,20,ATL,NBA,3.3,81,81,2503,17,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,107,117,2.5,0.7,0.062,1.8,-2.8,-1.1,0.6
Alexis Ajinca,2014-15,26,NOP,NBA,3.2,68,8,957,19.9,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,113,103,1.9,1.2,0.159,-0.5,0.6,0.2,0.5
Marco Belinelli,2016-17,30,CHO,NBA,3.2,74,0,1778,13.3,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,110,112,2,1.2,0.087,0.1,-2,-1.9,0.1
Allen Crabbe,2017-18,25,BRK,NBA,3.2,75,68,2197,12.3,0.643,0.163,1.3,14.4,7.8,8.4,1,1.2,8.1,19,108,112,1.8,1.4,0.07,0.4,-1.2,-0.8,0.7
Evan Fournier,2018-19,26,ORL,NBA,3.2,81,81,2553,12.3,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,104,111,0.8,2.5,0.061,-0.4,-1.1,-1.5,0.3
Maurice Harkless,2017-18,24,POR,NBA,3.2,59,36,1264,12.6,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,117,106,1.6,1.7,0.123,-0.2,2,1.8,1.2
George Hill,2017-18,31,TOT,NBA,3.2,67,60,1812,13.3,0.4,0.273,2.6,8.9,5.7,15,1.7,1.3,13.3,16.3,113,113,2.3,0.9,0.085,0.3,-0.9,-0.6,0.6
Andre Iguodala,2017-18,34,GSW,NBA,3.2,64,7,1622,11.2,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,113,109,1.6,1.6,0.094,-0.7,0.9,0.2,0.9
Michael Kidd-Gilchrist,2017-18,24,CHO,NBA,3.2,74,74,1850,12.5,0.004,0.305,4.8,13,8.8,5.9,1.3,1.4,7.8,16.2,109,110,1.6,1.6,0.084,-2,0.3,-1.8,0.1
Ty Lawson,2016-17,29,SAC,NBA,3.2,69,24,1732,15.4,0.226,0.416,3,8.9,6,29.9,2.2,0.3,17.3,19.5,110,113,2.2,1,0.088,0.2,-1.5,-1.3,0.3
David Lee,2014-15,31,GSW,NBA,3.2,49,4,904,17.8,0.006,0.332,10,20.3,15.3,13.7,1.7,2.1,12,19.6,112,100,1.6,1.6,0.168,-0.6,2,1.4,0.8
Alex Len,2018-19,25,ATL,NBA,3.2,77,31,1544,17.2,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,113,113,2.2,1,0.1,-0.1,-0.8,-0.9,0.4
Marcus Morris,2017-18,28,BOS,NBA,3.2,54,21,1447,14.5,0.383,0.252,3.3,18.4,10.9,8.1,1.2,0.7,8.7,23,106,105,1.1,2.2,0.108,-1,-0.6,-1.7,0.1
Dejounte Murray,2017-18,21,SAS,NBA,3.2,81,48,1743,15.1,0.056,0.243,7,22.4,14.6,20.2,2.8,1.5,16.6,20.7,99,101,-0.2,3.4,0.087,-2.2,3.4,1.2,1.4
Shabazz Napier,2017-18,26,POR,NBA,3.2,74,10,1535,14.2,0.411,0.26,1.9,10.1,6,14.6,2.6,0.7,13.2,19.5,107,106,1.2,2,0.101,-0.2,0.3,0.2,0.8
Otto Porter,2018-19,25,TOT,NBA,3.2,56,43,1683,15.9,0.398,0.149,3.4,17,10.1,10.6,2.3,1.6,8.7,19.1,111,112,1.8,1.5,0.093,0.4,0.1,0.5,1
Kristaps Porzingis,2017-18,22,NYK,NBA,3.2,48,48,1553,20.4,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31,105,108,1.4,1.8,0.099,-0.5,-0.2,-0.7,0.5
Zach Randolph,2016-17,35,MEM,NBA,3.2,73,5,1786,18.5,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,103,106,0.8,2.4,0.086,-1.4,-0.7,-2.1,0
Terry Rozier,2018-19,24,BOS,NBA,3.2,79,14,1791,12.9,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1,8.8,18.6,106,108,0.9,2.3,0.086,-1,0.2,-0.7,0.6
Mike Scott,2015-16,27,ATL,NBA,3.2,75,0,1146,14,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,112,104,1.7,1.5,0.132,-0.2,-0.4,-0.6,0.4
Marcus Smart,2016-17,22,BOS,NBA,3.2,79,24,2399,12,0.443,0.334,3.7,10.4,7.1,22,2.6,1.2,15.6,18.8,102,108,0.5,2.7,0.064,-1.1,0.9,-0.3,1
Tony Snell,2018-19,27,MIL,NBA,3.2,74,12,1304,10.7,0.565,0.116,2.4,9.4,6.1,6.7,0.9,1.2,5.7,12.9,119,109,1.6,1.6,0.117,-0.7,-0.4,-1,0.3
Ekpe Udoh,2017-18,30,UTA,NBA,3.2,63,3,810,15.2,0.008,0.467,9.6,11.4,10.5,9.1,2.7,7.7,12.1,9.1,126,98,1.3,1.8,0.187,-1.1,6.8,5.7,1.6
Noah Vonleh,2018-19,23,NYK,NBA,3.2,68,57,1722,13.9,0.311,0.355,6.7,25.8,16,11.1,1.3,2.5,14.7,14.8,111,111,1.5,1.7,0.09,-1.6,1.6,0,0.9
Nick Young,2016-17,31,LAL,NBA,3.2,60,60,1556,14.1,0.665,0.142,1.7,8.2,4.8,5.8,1.2,0.7,5.1,19.5,118,116,3,0.2,0.098,2.7,-3.4,-0.7,0.5
Ivica Zubac,2018-19,21,TOT,NBA,3.2,59,37,1040,18.9,0,0.332,11.9,24.2,18.2,9.1,0.6,4,13.9,20.3,116,108,1.9,1.3,0.148,-1.2,1,-0.3,0.5
Tony Allen,2016-17,35,MEM,NBA,3.1,71,66,1914,13.3,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,101,105,0.2,2.9,0.077,-1.8,2.4,0.6,1.3
Davis Bertans,2017-18,25,SAS,NBA,3.1,77,10,1086,14.1,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,115,106,1.6,1.4,0.135,1.2,-0.3,1,0.8
Tarik Black,2014-15,23,TOT,NBA,3.1,63,39,1196,14.7,0.004,0.432,12.8,21.4,17,5.6,0.8,1.6,12.9,13.8,118,108,2.2,0.9,0.124,-1,-0.6,-1.6,0.1
Trevor Booker,2016-17,29,BRK,NBA,3.1,71,43,1754,15.7,0.132,0.186,8.7,25.5,17.2,12.9,2,1.2,16.6,18.7,105,107,1,2.2,0.086,-1.6,1.7,0.1,0.9
Avery Bradley,2016-17,26,BOS,NBA,3.1,55,55,1835,14.4,0.357,0.12,4,16.2,10.1,11,1.8,0.5,9.7,21.9,105,108,1.1,2,0.081,-0.2,-0.4,-0.5,0.7
Corey Brewer,2014-15,28,TOT,NBA,3.1,80,17,2087,13.9,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,101,106,1,2.1,0.071,-0.8,-0.3,-1.1,0.5
Reggie Bullock,2018-19,27,TOT,NBA,3.1,63,60,1879,10.5,0.662,0.143,1.2,8.8,4.9,10.1,1,0.5,9.3,15.8,111,113,1.6,1.4,0.078,0.1,-1,-0.9,0.5
DeMarre Carroll,2018-19,32,BRK,NBA,3.1,67,8,1703,12.1,0.539,0.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,110,111,1.5,1.6,0.088,-1,-0.7,-1.7,0.1
Robert Covington,2016-17,26,PHI,NBA,3.1,67,67,2119,13.2,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,100,105,0,3.2,0.071,-0.7,2,1.4,1.8
Sam Dekker,2016-17,22,HOU,NBA,3.1,77,2,1419,13.1,0.436,0.159,7.2,14.6,10.9,7.7,1.3,1.2,8.2,14.9,115,110,1.9,1.2,0.104,-0.4,-0.6,-1,0.3
James Ennis,2017-18,27,TOT,NBA,3.1,72,22,1604,11.6,0.398,0.302,5.1,11,8,6.6,1.5,1,11.4,13.7,115,112,2,1.1,0.092,-0.6,-0.5,-1.1,0.4
James Ennis,2016-17,26,MEM,NBA,3.1,64,28,1501,10.6,0.427,0.343,5.1,14.9,9.9,6.5,1.6,1.2,13.8,13,113,108,1.4,1.7,0.101,-1,1,0,0.8
Rudy Gay,2017-18,31,SAS,NBA,3.1,57,6,1231,18,0.22,0.27,6.8,19.5,13.1,9.8,1.9,2.6,11.5,24.6,106,103,1,2.1,0.123,-0.7,1,0.3,0.7
Jeff Green,2015-16,29,TOT,NBA,3.1,80,41,2253,13,0.258,0.267,3.6,13.3,8.3,10,1.3,1.5,9.2,20.2,103,109,1.3,1.7,0.065,-1,-0.7,-1.7,0.2
Cory Joseph,2017-18,26,IND,NBA,3.1,82,17,2210,11,0.315,0.156,2,11.4,6.7,16.1,1.8,0.7,11.9,14.8,106,110,1.2,2,0.068,-1.3,0.1,-1.2,0.5
Kyle Kuzma,2018-19,23,LAL,NBA,3.1,70,68,2314,14,0.388,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10,23.8,106,112,1.2,1.9,0.065,-0.3,-1.3,-1.7,0.2
Jake Layman,2018-19,24,POR,NBA,3.1,71,33,1327,13.5,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,118,112,1.9,1.2,0.111,0.4,-0.6,-0.3,0.6
Wesley Matthews,2016-17,30,DAL,NBA,3.1,73,73,2495,11.9,0.566,0.211,0.8,11.8,6,13.6,1.6,0.5,9.9,19.4,104,110,1,2.1,0.06,0.2,-0.1,0.1,1.3
